"id","question","option_a","option_b","option_c","option_d","correct_option","fun_fact"
1812,"I fought for India’s freedom without picking up a weapon. Who am I?","Mahatma Gandhi","Bhagat Singh","Subhas Chandra Bose","Jawaharlal Nehru","Mahatma Gandhi","He proved you can change the world with peace and persistence!"
1813,"I was the first President of the United States. Who am I?","George Washington","Abraham Lincoln","Thomas Jefferson","John Adams","George Washington","He never actually chopped down that cherry tree — it’s just a legend!"
1814,"I invented the light bulb after failing 1,000 times. Who am I?","Thomas Edison","Nikola Tesla","Alexander Graham Bell","James Watt","Thomas Edison","He called every failure a ‘lesson learned’ — what a mindset!"
1815,"I said ‘Eureka!’ after jumping out of a bath. Who am I?","Archimedes","Plato","Socrates","Pythagoras","Archimedes","He discovered water displacement — and gave us the most excited bath exit ever!"
1816,"I was known as the Iron Lady of Britain. Who am I?","Margaret Thatcher","Queen Elizabeth II","Theresa May","Angela Merkel","Margaret Thatcher","She wasn’t called 'Iron Lady' for her biceps — it was her tough leadership!"
1817,"I was the civil rights leader from South Africa. Who am I?","Nelson Mandela","Desmond Tutu","Steve Biko","Jacob Zuma","Nelson Mandela","He spent 27 years in prison — and came out to become president!"
1818,"I discovered America before it was cool. Who am I?","Leif Erikson","Columbus","Magellan","Marco Polo","Leif Erikson","The Viking explorer beat Columbus by 500 years — early bird explorer!"
1819,"I invented the telephone. Who am I?","Alexander Graham Bell","Edison","Tesla","Marconi","Alexander Graham Bell","His first words on the phone? 'Mr. Watson, come here!' — no 'Hello!' yet!"
1820,"I was the Greek philosopher who questioned everything. Who am I?","Socrates","Plato","Aristotle","Pythagoras","Socrates","He taught by asking questions — the original quizmaster!"
1821,"I was the first woman to fly solo across the Atlantic. Who am I?","Amelia Earhart","Marie Curie","Rosa Parks","Jane Goodall","Amelia Earhart","She vanished mysteriously — the greatest unsolved aviation mystery!"
1822,"I built the Great Wall of China. Who am I?","Qin Shi Huang","Kublai Khan","Sun Tzu","Confucius","Qin Shi Huang","He wanted to keep out enemies — and probably tourists too!"
1823,"I discovered radio waves. Who am I?","Guglielmo Marconi","Nikola Tesla","Edison","Bell","Guglielmo Marconi","He made wireless communication possible — the OG of Wi-Fi!"
1824,"I led the Mongol Empire. Who am I?","Genghis Khan","Attila the Hun","Kublai Khan","Alexander the Great","Genghis Khan","His DNA is found in 1 out of every 200 men — talk about legacy!"
1825,"I was the scientist with wild hair and relativity ideas. Who am I?","Albert Einstein","Newton","Tesla","Curie","Albert Einstein","He didn’t wear socks — genius doesn’t follow dress codes!"
1826,"I freed the slaves in America. Who am I?","Abraham Lincoln","George Washington","Jefferson","Roosevelt","Abraham Lincoln","He wrote the Emancipation Proclamation — freedom in writing!"
1827,"I was a nurse who worked at night with a lamp. Who am I?","Florence Nightingale","Mother Teresa","Marie Curie","Clara Barton","Florence Nightingale","She turned hospitals into clean, caring places — real hero vibes!"
1828,"I was the Egyptian boy king with a golden mask. Who am I?","Tutankhamun","Ramses II","Akhenaten","Cleopatra","Tutankhamun","His tomb’s discovery was the biggest archaeological jackpot ever!"
1829,"I said, 'Give me liberty or give me death!' Who am I?","Patrick Henry","Benjamin Franklin","John Adams","Paul Revere","Patrick Henry","He shouted this at a meeting — no mic, just passion!"
1830,"I discovered penicillin by accident. Who am I?","Alexander Fleming","Louis Pasteur","Edward Jenner","Marie Curie","Alexander Fleming","A messy lab saved millions of lives — chaos turned cure!"
1831,"I said 'Let them eat cake!' (maybe). Who am I?","Marie Antoinette","Cleopatra","Queen Victoria","Elizabeth I","Marie Antoinette","She probably never said it — but the drama was delicious!"
1832,"I led India after independence. Who am I?","Jawaharlal Nehru","Gandhi","Patel","Azad","Jawaharlal Nehru","He was fondly called ‘Chacha Nehru’ — kids loved him!"
1833,"I split the atom. Who am I?","Ernest Rutherford","Einstein","Bohr","Curie","Ernest Rutherford","He opened the door to nuclear energy — and sci-fi movies!"
1834,"I wrote the play ‘Romeo and Juliet’. Who am I?","William Shakespeare","Charles Dickens","Mark Twain","Oscar Wilde","William Shakespeare","His love stories caused more drama than real life!"
1835,"I invented the airplane. Who am I?","Wright Brothers","Edison","Tesla","Marconi","Wright Brothers","Their first flight lasted 12 seconds — but history took off!"
1836,"I was the British queen who ruled for over 60 years. Who am I?","Queen Victoria","Queen Elizabeth II","Mary I","Anne Boleyn","Queen Victoria","She made white wedding dresses trendy — royal influencer!"
1837,"I discovered the theory of evolution. Who am I?","Charles Darwin","Newton","Lamarck","Pasteur","Charles Darwin","He studied finches — and changed how we see ourselves!"
1838,"I was the first emperor of Rome. Who am I?","Augustus","Julius Caesar","Nero","Caligula","Augustus","He transformed Rome from chaos to an empire — power move!"
1839,"I was the Greek warrior with a heel problem. Who am I?","Achilles","Hercules","Odysseus","Perseus","Achilles","He was invincible except for one small spot — talk about bad luck!"
1840,"I ruled Rome and got betrayed by my BFF. Who am I?","Julius Caesar","Augustus","Nero","Caligula","Julius Caesar","His last words were basically ‘Et tu, Brute?’ — friendship level: tragic!"
1841,"I was a Greek philosopher who taught Alexander the Great. Who am I?","Aristotle","Plato","Socrates","Pythagoras","Aristotle","He taught the future king — ultimate teacher goals!"
1842,"I was the first man in space. Who am I?","Yuri Gagarin","Neil Armstrong","Buzz Aldrin","Alan Shepard","Yuri Gagarin","He orbited Earth once and became a global superstar overnight!"
1843,"I discovered that the Earth revolves around the Sun. Who am I?","Copernicus","Galileo","Kepler","Newton","Copernicus","He flipped the universe — literally!"
1844,"I built the Taj Mahal for love. Who am I?","Shah Jahan","Akbar","Aurangzeb","Humayun","Shah Jahan","He built the world’s fanciest love letter — in marble!"
1845,"I led the American Civil Rights Movement with peace. Who am I?","Martin Luther King Jr.","Malcolm X","Obama","Frederick Douglass","Martin Luther King Jr.","He proved that peaceful words can roar louder than violence!"
1846,"I invented printing with movable type. Who am I?","Johannes Gutenberg","Edison","Da Vinci","Newton","Johannes Gutenberg","He made books go viral before social media existed!"
1847,"I was the French heroine who heard voices and fought in armor. Who am I?","Joan of Arc","Marie Antoinette","Catherine the Great","Cleopatra","Joan of Arc","She led armies at 17 — before most teens get their license!"
1848,"I was the German scientist who discovered X-rays. Who am I?","Wilhelm Roentgen","Einstein","Curie","Planck","Wilhelm Roentgen","He discovered X-rays by accident — imagine that surprise on film!"
1849,"I was the scientist who discovered radium. Who am I?","Marie Curie","Rosalind Franklin","Ada Lovelace","Lise Meitner","Marie Curie","She was the first person to win TWO Nobel Prizes — true overachiever!"
1850,"I led a non-violent salt march in India. Who am I?","Mahatma Gandhi","Nehru","Patel","Ambedkar","Mahatma Gandhi","He made salt more powerful than swords!"
1851,"I was the first female Prime Minister of India. Who am I?","Indira Gandhi","Sarojini Naidu","Sonia Gandhi","Pratibha Patil","Indira Gandhi","She was called the ‘Iron Lady’ of India — and not without reason!"
1852,"I discovered America (sort of) for Spain. Who am I?","Christopher Columbus","Magellan","Cortez","Pizarro","Christopher Columbus","He never actually reached India — wrong turn, big discovery!"
1853,"I was the first woman in space. Who am I?","Valentina Tereshkova","Sally Ride","Kalpana Chawla","Peggy Whitson","Valentina Tereshkova","She orbited Earth 48 times — girl power in zero gravity!"
1854,"I said, 'Mr. Gorbachev, tear down this wall!' Who am I?","Ronald Reagan","John F. Kennedy","Nixon","Eisenhower","Ronald Reagan","He didn’t tear it down himself — but the wall listened anyway!"
1855,"I was the Egyptian queen known for my beauty. Who am I?","Nefertiti","Cleopatra","Hatshepsut","Isis","Nefertiti","Her name literally means 'the beautiful one has come' — truth in branding!"
1856,"I wrote ‘The Origin of Species’. Who am I?","Charles Darwin","Newton","Descartes","Kepler","Charles Darwin","He turned a long boat trip into a world-changing theory!"
1857,"I built pyramids before blueprints existed. Who am I?","The Ancient Egyptians","The Romans","The Greeks","The Mayans","The Ancient Egyptians","They moved stones heavier than cars — no cranes needed!"
1858,"I was a philosopher who said, 'Cogito, ergo sum.' Who am I?","René Descartes","Socrates","Plato","Aristotle","René Descartes","He thought about thinking — and that’s how he became famous!"
1859,"I was the Viking who reached America before Columbus. Who am I?","Leif Erikson","Ragnar Lothbrok","Eric the Red","Olaf","Leif Erikson","He got there first but forgot to post it on social media!"
1860,"I was the scientist who invented the World Wide Web. Who am I?","Tim Berners-Lee","Bill Gates","Steve Jobs","Alan Turing","Tim Berners-Lee","He created the web — and didn’t even patent it. Legend!"
1861,"I led the French Revolution with fancy words. Who am I?","Maximilien Robespierre","Napoleon","Voltaire","Danton","Maximilien Robespierre","He talked about liberty but ended up losing his head — literally!"
1862,"I was the Roman god of war — but also chocolate bars are named after me. Who am I?","Mars","Apollo","Zeus","Hermes","Mars","The candy came centuries later — sweet coincidence!"
1863,"I was the British scientist who explained black holes. Who am I?","Stephen Hawking","Newton","Einstein","Curie","Stephen Hawking","He gave black holes personality — and humor too!"
1864,"I invented the steam engine. Who am I?","James Watt","Edison","Tesla","Bell","James Watt","His invention powered the industrial revolution — and trains full of coal!"
1865,"I was a woman who wouldn’t give up her bus seat. Who am I?","Rosa Parks","Harriet Tubman","Maya Angelou","Oprah Winfrey","Rosa Parks","Her simple ‘No’ started a massive movement for equality!"
1866,"I was the Roman gladiator who rebelled against Rome. Who am I?","Spartacus","Caesar","Brutus","Augustus","Spartacus","He turned a slave rebellion into legend — and several movies!"
1867,"I discovered the structure of DNA. Who am I?","Watson and Crick","Curie and Fermi","Newton and Einstein","Bohr and Planck","Watson and Crick","They found the double helix — the ultimate twist!"
